Cluster,UserID,TraceID,FramesetName,is attempted before,is finished before,is finished this time,# of conseuctive Incorrect,time divided by questions in this session
Normal,7713,trace 7262,LanguagesFS,0,FALSE,TRUE,0.133333333,17.57272727
Normal,7713,trace 7263,GrammarIntroFS,0,FALSE,TRUE,0.066666667,16.14482759
Normal,7713,trace 7264,SetDefFS,0,FALSE,TRUE,0,9.7
Normal,7713,trace 7265,SetNotationFS,0,FALSE,TRUE,0,10.00909091
Credit Seeking,7713,trace 7266,RelationsFS,0,FALSE,TRUE,0.416666667,9.4
Normal,7713,trace 7267,EquivFS,0,FALSE,TRUE,0.111111111,28.9
Normal,7713,trace 7268,DFAintroFS,0,FALSE,TRUE,0.052631579,7.788888889
Normal,7713,trace 7269,DFAadvancedFS,0,FALSE,TRUE,0,7.075
Credit Seeking,7713,trace 7270,NFAFS,0,FALSE,TRUE,0.856060606,4.436641221
Normal,7713,trace 7271,NFAequivFS,0,FALSE,TRUE,0.2,2.3
Normal,7713,trace 7272,NFA2DFAlargeExFS,0,FALSE,TRUE,0.045454545,10.34285714
Credit Seeking,7713,trace 7273,DFAMinFS,0,FALSE,TRUE,0.564102564,4.005263158
Normal,7713,trace 7274,DFAMinEx1FS,0,FALSE,TRUE,0,11.608
Normal,7713,trace 7275,DFAMinEx2FS,0,FALSE,TRUE,0,10.00833333
Credit Seeking,7713,trace 7276,RegExFS,0,FALSE,TRUE,0.410714286,7.894545455
Normal,7713,trace 7277,RegEx2NFA1FS,0,FALSE,TRUE,0,5.22
Normal,7713,trace 7278,RegEx2NFAorFS,0,FALSE,TRUE,0.083333333,4.018181818
Normal,7713,trace 7279,RegEx2NFAcatFS,0,FALSE,TRUE,0,3.92
Normal,7713,trace 7280,RegEx2NFAstarFS,0,FALSE,TRUE,0.083333333,3.836363636
Credit Seeking,7713,trace 7281,RegEXtoNFAExampleFF,0,FALSE,TRUE,0.444444444,3.815384615
Normal,7713,trace 7282,ConvertRLREFF,0,FALSE,TRUE,0,5.011764706
Credit Seeking,7713,trace 7283,RegularGrammarFF,0,FALSE,TRUE,0.603448276,5.336842105
Normal,7713,trace 7284,NFAToREFF,0,FALSE,TRUE,0.052631579,7.122222222
Normal,7713,trace 7285,REtoFAExampleFF,0,FALSE,TRUE,0,5.42
Normal,7713,trace 7286,RightLinearRGFF,0,FALSE,TRUE,0.052631579,4.511111111
Normal,7713,trace 7287,NFAToReExampleFF,0,FALSE,TRUE,0,6.32
Normal,7713,trace 7288,LeftLinearGrammarFF,0,FALSE,TRUE,0,6.696551724
Normal,7713,trace 7289,RegEXtoRegGrammarFF,0,FALSE,TRUE,0,8.92173913
Normal,7713,trace 7290,RegEXtoLeftRegGrammarFF,0,FALSE,TRUE,0,6.55
Normal,7713,trace 7291,STA,0,FALSE,TRUE,0,3.911111111
Normal,7713,trace 7292,ClosureConceptFF,0,FALSE,TRUE,0,3.82
Normal,7713,trace 7293,ClosureRegularLangFF,0,FALSE,TRUE,0.115384615,3.728
Credit Seeking,7713,trace 7294,RegularLangClosedInterFF,0,FALSE,TRUE,0.389830508,3.106896552
Credit Seeking,7713,trace 7295,ContextFreeLanguagesFF,0,FALSE,TRUE,0.85492228,4.422916667
Normal,7713,trace 7296,CFGDerivationsFF,0,FALSE,TRUE,0.053571429,5.585454545
Normal,7713,trace 7297,DerivationTreesFF,0,FALSE,TRUE,0,47.88
Normal,7713,trace 7298,MembershipProblemFF,0,FALSE,TRUE,0.103448276,6.757142857
Normal,7713,trace 7299,AmbiguityFF,0,FALSE,TRUE,0.25,4.458064516
Normal,7713,trace 7300,PDA,0,FALSE,TRUE,0,4.516666667
Normal,7713,trace 7301,PDATransitionsFF,0,FALSE,TRUE,0,7.423529412
Normal,7713,trace 7302,PDAAcceptanceFF,0,FALSE,TRUE,0,6.545945946
Normal,7713,trace 7303,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0,6.152941176
Normal,7713,trace 7304,PDAAcceptanceEquivalenceFF,0,FALSE,FALSE,0,5.05
Normal,7713,trace 7305,TransformGrammarsFF,0,FALSE,TRUE,0,20.35172414
Normal,7713,trace 7306,RemoveUselessFF,0,FALSE,TRUE,0.125,8.683870968
Normal,7713,trace 7307,RemoveLambdaFF,0,FALSE,TRUE,0,11.5125
Normal,7713,trace 7308,RemoveUnitFF,0,FALSE,TRUE,0.119047619,27.39512195
Normal,7713,trace 7309,ChomskyNormalFormFF,0,FALSE,TRUE,0,12.22857143
Normal,7713,trace 7310,GreibachNormalFormFF,0,FALSE,TRUE,0.114285714,30.65294118
Normal,7713,trace 7311,PairToSortCONPI,0,FALSE,TRUE,0,45.85
Normal,7713,trace 7312,LowerBound,0,FALSE,FALSE,0,59.22
Normal,7713,trace 7313,TwoMulExample,0,FALSE,TRUE,0,32.4
Normal,7713,trace 7314,TravelSalesman,0,FALSE,TRUE,0,35.7
Normal,7713,trace 7315,KClique,0,FALSE,TRUE,0,26.22
Normal,7713,trace 7316,SATProof,0,FALSE,FALSE,0,4.02
Normal,7713,trace 7317,UnsolveableProblems1,0,FALSE,TRUE,0,23.8
Normal,7713,trace 7318,UnsolveableProblems2,0,FALSE,FALSE,0,63.36666667
Normal,7723,trace 7319,RegularGrammarFF,0,FALSE,TRUE,0.275862069,25.07857143
Normal,7723,trace 7320,NFAToREFF,0,FALSE,TRUE,0,64.54666667
Normal,7723,trace 7321,REtoFAExampleFF,0,FALSE,TRUE,0,28.775
Normal,7723,trace 7322,RightLinearRGFF,0,FALSE,TRUE,0.111111111,46.42352941
Normal,7723,trace 7323,NFAToReExampleFF,0,FALSE,TRUE,0.076923077,12.51666667
Normal,7723,trace 7324,LeftLinearGrammarFF,0,FALSE,FALSE,0.076923077,100.7583333
Normal,7723,trace 7325,STA,0,FALSE,TRUE,0,54.12
Normal,7723,trace 7326,ClosureConceptFF,0,FALSE,TRUE,0.222222222,7.482352941
Normal,7723,trace 7327,ClosureRegularLangFF,0,FALSE,TRUE,0.055555556,188.6
Normal,7723,trace 7328,RegularLangClosedInterFF,0,FALSE,TRUE,0.0625,43.58709677
Normal,7723,trace 7329,RightQuotientFF,0,TRUE,TRUE,0,97.23225806
Normal,7723,trace 7330,HomomorphismFF,0,FALSE,TRUE,0,52.57777778
Normal,7723,trace 7331,introToNonRegularFF,0,FALSE,TRUE,0,29.94666667
Normal,7723,trace 7332,introToPumpingFF,0,FALSE,TRUE,0,281.525
Normal,7723,trace 7333,PLExample1FF,0,FALSE,FALSE,0.037037037,6393.157692
Normal,7723,trace 7334,LanguagesFS,0,FALSE,TRUE,0.025,54.49230769
Normal,7723,trace 7335,GrammarIntroFS,0,FALSE,TRUE,0.135135135,68.72777778
Normal,7723,trace 7336,SetDefFS,0,FALSE,TRUE,0,1139.028571
Normal,7723,trace 7337,SetNotationFS,0,FALSE,TRUE,0.222222222,17.09142857
Normal,7723,trace 7338,LanguagesFS,1,FALSE,FALSE,0,233.05
Credit Seeking,7723,trace 7339,RelationsFS,0,FALSE,TRUE,0.37037037,19.81538462
Credit Seeking,7723,trace 7340,DFAintroFS,0,FALSE,TRUE,0.62745098,37.204
Normal,7723,trace 7341,DFAadvancedFS,0,FALSE,TRUE,0.125,14.34666667
Credit Seeking,7723,trace 7342,NFAFS,0,FALSE,FALSE,0.829059829,8.260344828
Normal,7723,trace 7343,NFAequivFS,0,FALSE,TRUE,0,0.1
Normal,7723,trace 7344,NFA2DFAlargeExFS,0,FALSE,FALSE,0.230769231,26.09166667
Normal,7723,trace 7345,DFAMinFS,0,FALSE,FALSE,0.272727273,27.01
Normal,7724,trace 7346,LanguagesFS,0,FALSE,TRUE,0.071428571,18.49268293
Normal,7724,trace 7347,GrammarIntroFS,0,FALSE,TRUE,0.214285714,19.63902439
Credit Seeking,7724,trace 7348,SetDefFS,0,FALSE,TRUE,0.307692308,6.016666667
Normal,7724,trace 7349,SetNotationFS,0,FALSE,TRUE,0.176470588,42.64242424
Normal,7724,trace 7350,RelationsFS,0,FALSE,TRUE,0.24,5.258333333
Normal,7724,trace 7351,EquivFS,0,FALSE,TRUE,0.181818182,3.82
Normal,7724,trace 7352,LanguagesFS,1,FALSE,FALSE,0,40715.275
Normal,7724,trace 7353,DFAintroFS,0,FALSE,TRUE,0,14.91428571
Normal,7724,trace 7354,DFAadvancedFS,0,FALSE,TRUE,0.117647059,9.2625
Normal,7724,trace 7355,NFAFS,0,FALSE,FALSE,0,0.55
Normal,7724,trace 7356,DFAMinFS,0,FALSE,FALSE,0,20381.7
Normal,7724,trace 7357,DFAintroFS,1,TRUE,TRUE,0,5.02
Credit Seeking,7724,trace 7358,DFAadvancedFS,1,TRUE,TRUE,0.333333333,16.81538462
Credit Seeking,7724,trace 7359,NFAFS,1,FALSE,FALSE,0.696969697,36.34153846
Normal,7724,trace 7360,NFAequivFS,0,FALSE,TRUE,0,1.066666667
Normal,7724,trace 7361,DFAMinFS,1,FALSE,TRUE,0.045454545,40.86666667
Normal,7724,trace 7362,DFAMinEx1FS,0,FALSE,TRUE,0.095238095,4.809756098
Normal,7724,trace 7363,DFAMinEx2FS,0,FALSE,FALSE,0.038461538,3.884
Normal,7724,trace 7364,NFAequivFS,1,TRUE,TRUE,0,0.4
Normal,7724,trace 7365,NFAFS,1,FALSE,TRUE,0,2.733333333
Normal,7724,trace 7366,NFA2DFAlargeExFS,0,FALSE,TRUE,0.185185185,9.507692308
Normal,7724,trace 7367,DFAadvancedFS,1,TRUE,FALSE,0,185.275
Normal,7724,trace 7368,DFAMinFS,1,TRUE,TRUE,0,16.37142857
Normal,7724,trace 7369,DFAMinEx1FS,1,TRUE,TRUE,0.03030303,11.63125
Normal,7724,trace 7370,DFAMinEx2FS,1,FALSE,TRUE,0.027777778,13.34857143
Credit Seeking,7724,trace 7371,RegExFS,0,FALSE,FALSE,0.834782609,10.01052632
Normal,7724,trace 7372,RegEx2NFA1FS,0,FALSE,TRUE,0,3.35
Normal,7724,trace 7373,RegEx2NFAorFS,0,FALSE,FALSE,0,2.025
Normal,7724,trace 7374,RegExFS,1,FALSE,FALSE,0,0.1
Normal,7724,trace 7375,RegEx2NFAorFS,1,FALSE,TRUE,0,3.866666667
Normal,7724,trace 7377,ConvertRLREFF,0,FALSE,FALSE,0,162.3666667
Credit Seeking,7724,trace 7378,RegularGrammarFF,0,FALSE,FALSE,0.516129032,4.97
Normal,7724,trace 7379,RegEx2NFAcatFS,0,FALSE,TRUE,0,6.72
Normal,7724,trace 7380,RegEx2NFAstarFS,0,FALSE,TRUE,0,5.742857143
Normal,7724,trace 7381,RegEXtoNFAExampleFF,0,FALSE,TRUE,0.25,11.08
Normal,7724,trace 7382,ConvertRLREFF,1,FALSE,TRUE,0,4.788888889
Normal,7724,trace 7383,DFAMinEx1FS,1,TRUE,FALSE,0,5.7
Normal,7724,trace 7384,RegularGrammarFF,1,FALSE,TRUE,0.166666667,7.530434783
Normal,7724,trace 7385,NFAToREFF,0,FALSE,TRUE,0,8.566666667
Normal,7724,trace 7386,REtoFAExampleFF,0,FALSE,TRUE,0.090909091,6.12
Normal,7724,trace 7387,RightLinearRGFF,0,FALSE,TRUE,0,8.157142857
Normal,7724,trace 7388,NFAToReExampleFF,0,FALSE,TRUE,0,5.516666667
Normal,7724,trace 7389,LeftLinearGrammarFF,0,FALSE,FALSE,0,6.14
Normal,7724,trace 7391,ClosureConceptFF,0,FALSE,TRUE,0,3.654545455
Normal,7724,trace 7392,ClosureRegularLangFF,0,FALSE,TRUE,0.086956522,4.418181818
Normal,7724,trace 7393,RegularLangClosedInterFF,0,FALSE,FALSE,0.25,1.7
Normal,7724,trace 7394,introToNonRegularFF,0,FALSE,TRUE,0,4.871428571
Normal,7724,trace 7395,introToPumpingFF,0,FALSE,TRUE,0.153846154,4.6
Normal,7724,trace 7396,PLExample1FF,0,FALSE,FALSE,0.038461538,6.604
Credit Seeking,7724,trace 7397,ClosurePropertiesFF,0,FALSE,TRUE,0.3,3.911111111
Normal,7724,trace 7399,HomomorphismFF,0,FALSE,TRUE,0.066666667,4.942857143
Normal,7724,trace 7400,ClosurePropertiesExample1FF,0,FALSE,TRUE,0,6.911111111
Normal,7724,trace 7401,ClosurePropertiesExample2FF,0,FALSE,TRUE,0,7.15
Normal,7724,trace 7402,ClosurePropertiesExample3FF,0,FALSE,TRUE,0,4.577777778
Normal,7724,trace 7403,ClosurePropertiesExample1FF,1,FALSE,FALSE,0.2,11.525
Normal,7724,trace 7404,PLExample2FF,0,FALSE,FALSE,0.071428571,4.776923077
Normal,7724,trace 7405,PLExample4FF,0,FALSE,FALSE,0.071428571,69.52222222
Normal,7724,trace 7406,PLExample5FF,0,FALSE,FALSE,0.125,2.442857143
Normal,7724,trace 7407,PLExample4FF,1,FALSE,TRUE,0.1875,1.68
Normal,7724,trace 7408,PLExample5FF,1,FALSE,FALSE,0,4.2625
Normal,7724,trace 7409,introToNonRegularFF,1,TRUE,TRUE,0,4.92
Normal,7724,trace 7411,PLExample5FF,1,FALSE,TRUE,0,49.00909091
Normal,7724,trace 7412,PLExample2FF,1,FALSE,FALSE,0,3.683333333
Normal,7724,trace 7413,PLExample3FF,0,FALSE,TRUE,0.051282051,6.765789474
Normal,7724,trace 7414,PLExample4FF,1,TRUE,TRUE,0,2.85
Normal,7724,trace 7415,ClosurePropertiesExample1FF,1,FALSE,FALSE,0,6.014285714
Normal,7724,trace 7416,RegExFS,1,FALSE,FALSE,0.125,231.7285714
Normal,7724,trace 7417,RightLinearRGFF,1,FALSE,FALSE,0,3.775
Credit Seeking,7724,trace 7418,RegEXtoRegGrammarFF,0,FALSE,FALSE,0.857142857,2.90483871
Normal,7724,trace 7419,RegEXtoLeftRegGrammarFF,0,FALSE,TRUE,0.279069767,21.40952381
Normal,7724,trace 7420,ClosurePropertiesExample1FF,1,FALSE,FALSE,0,18.05
Normal,7724,trace 7421,STA,0,FALSE,TRUE,0,2.290909091
Credit Seeking,7724,trace 7422,ContextFreeLanguagesFF,0,FALSE,FALSE,0.892857143,23.56296296
Credit Seeking,7724,trace 7423,CFGDerivationsFF,0,FALSE,FALSE,0.358974359,2404.95
Normal,7724,trace 7425,AmbiguityFF,0,FALSE,TRUE,0.076923077,5.248
Credit Seeking,7724,trace 7426,ContextFreeLanguagesFF,1,FALSE,FALSE,0.578947368,15.89444444
Credit Seeking,7724,trace 7427,SetNotationFS,1,FALSE,FALSE,0.65,12.32631579
Normal,7724,trace 7428,RelationsFS,1,FALSE,FALSE,0,4.05
Normal,7724,trace 7429,DFAintroFS,1,TRUE,FALSE,0.142857143,25.08461538
Credit Seeking,7724,trace 7430,NFAequivFS,1,TRUE,TRUE,0.333333333,0.84
Normal,7724,trace 7431,NFA2DFAlargeExFS,1,FALSE,FALSE,0.210526316,8.783333333
Normal,7724,trace 7432,SetNotationFS,1,FALSE,FALSE,0,0.55
Normal,7724,trace 7433,LanguagesFS,1,FALSE,FALSE,0,4.05
Normal,7724,trace 7434,DFAMinFS,1,TRUE,TRUE,0.1,6.063157895
Normal,7724,trace 7435,DFAMinEx1FS,1,TRUE,FALSE,0,9.372727273
Normal,7724,trace 7436,DFAMinEx2FS,1,FALSE,FALSE,0,19.46923077
Credit Seeking,7724,trace 7438,RegExFS,1,FALSE,FALSE,0.666666667,5.827272727
Normal,7724,trace 7439,RegEx2NFA1FS,1,FALSE,FALSE,0,3.3
Credit Seeking,7724,trace 7440,RegEXtoNFAExampleFF,1,FALSE,FALSE,0.545454545,10.11
Normal,7724,trace 7441,NFAToREFF,1,TRUE,TRUE,0,14.02857143
Normal,7724,trace 7442,RightLinearRGFF,1,FALSE,FALSE,0,4.366666667
Normal,7724,trace 7443,RegEXtoRegGrammarFF,1,FALSE,TRUE,0.090909091,14.86666667
Normal,7724,trace 7444,PLExample1FF,1,FALSE,FALSE,0,3.025
Normal,7724,trace 7445,PLExample2FF,1,FALSE,TRUE,0.090909091,8.32
Normal,7724,trace 7446,PLExample5FF,1,FALSE,FALSE,0.125,17.72857143
Normal,7724,trace 7447,PLExample6FF,0,FALSE,FALSE,0.052631579,4.672222222
Normal,7724,trace 7448,ContextFreeLanguagesFF,1,FALSE,TRUE,0.16,16.46666667
Normal,7724,trace 7449,CFGDerivationsFF,1,FALSE,TRUE,0.244444444,3.754545455
Normal,7724,trace 7450,DerivationTreesFF,0,TRUE,TRUE,0,6.613333333
Normal,7724,trace 7451,MembershipProblemFF,0,FALSE,FALSE,0,4.775
Normal,7724,trace 7452,LanguagesFS,1,FALSE,FALSE,0,120.3666667
Normal,7724,trace 7453,SetNotationFS,1,TRUE,TRUE,0,7.066666667
Credit Seeking,7724,trace 7455,NFAequivFS,1,TRUE,TRUE,0.428571429,1.866666667
Normal,7724,trace 7456,NFA2DFAlargeExFS,1,FALSE,FALSE,0,35.50555556
Credit Seeking,7724,trace 7457,DFAMinEx1FS,1,TRUE,FALSE,0.5,10.15714286
Credit Seeking,7724,trace 7458,RegExFS,1,FALSE,FALSE,0.4,73.3
Credit Seeking,7724,trace 7461,RegularGrammarFF,1,FALSE,FALSE,0.384615385,7.404
Normal,7724,trace 7462,NFAToREFF,1,TRUE,FALSE,0.125,14.3
Normal,7724,trace 7464,PLExample2FF,1,FALSE,FALSE,0,4.42
Normal,7724,trace 7465,PLExample3FF,1,FALSE,FALSE,0,5.366666667
Normal,7724,trace 7466,PLExample4FF,1,TRUE,FALSE,0,1.55
Normal,7724,trace 7467,PLExample6FF,1,FALSE,TRUE,0,13.8875
Normal,7724,trace 7468,ClosurePropertiesExample1FF,1,TRUE,TRUE,0,2.911111111
Normal,7724,trace 7469,ClosurePropertiesFF,1,TRUE,TRUE,0.166666667,7.64
Normal,7724,trace 7470,NFAequivFS,1,TRUE,TRUE,0.2,0.8
Normal,7724,trace 7471,RegExFS,1,FALSE,TRUE,0,1.4
Normal,7724,trace 7472,RegularGrammarFF,1,TRUE,TRUE,0.222222222,4.775
Normal,7724,trace 7473,ClosureRegularLangFF,1,FALSE,FALSE,0,6.55
Normal,7724,trace 7475,TransformGrammarsFF,0,FALSE,TRUE,0,5.106666667
Normal,7724,trace 7476,RightLinearRGFF,1,FALSE,FALSE,0,3.7
Normal,7724,trace 7477,LeftLinearGrammarFF,1,FALSE,TRUE,0,7.078571429
Credit Seeking,7724,trace 7478,PDA,0,FALSE,FALSE,0.333333333,136.1294118
Normal,7724,trace 7479,PDATransitionsFF,0,FALSE,FALSE,0,7.233333333
Normal,7724,trace 7480,PDACFLFF,0,FALSE,FALSE,0.133333333,6.935714286
Normal,7724,trace 7481,PDA,1,FALSE,TRUE,0,18.1
Normal,7724,trace 7482,PDATransitionsFF,1,FALSE,TRUE,0.045454545,7.057142857
Normal,7724,trace 7483,PDAAcceptanceFF,0,FALSE,TRUE,0.063829787,5.917391304
Normal,7724,trace 7484,PDACFLFF,1,FALSE,TRUE,0.222222222,9.754545455
Credit Seeking,7724,trace 7485,GreibachNormalFormFF,0,FALSE,FALSE,0.347826087,5.054545455
Normal,7724,trace 7486,ChomskyNormalFormFF,0,FALSE,FALSE,0,3.025
Normal,7724,trace 7487,RemoveUselessFF,0,FALSE,TRUE,0.222222222,34.43636364
Normal,7724,trace 7488,RemoveLambdaFF,0,FALSE,FALSE,0.19047619,54.26
Normal,7724,trace 7489,ChomskyNormalFormFF,1,FALSE,TRUE,0.133333333,13.3
Normal,7724,trace 7490,GreibachNormalFormFF,1,FALSE,FALSE,0.2,2.525
Normal,7724,trace 7491,RemoveUnitFF,0,FALSE,FALSE,0.142857143,6.51
Normal,7724,trace 7492,RemoveLambdaFF,1,TRUE,TRUE,0.206896552,27.65
Normal,7724,trace 7493,RemoveUnitFF,1,FALSE,FALSE,0.25,2.4
Normal,7724,trace 7494,RemoveLambdaFF,1,TRUE,TRUE,0,13.44
Normal,7724,trace 7495,ChomskyNormalFormFF,1,FALSE,FALSE,0,146.7
Normal,7724,trace 7497,GreibachNormalFormFF,1,FALSE,TRUE,0.206896552,1183.212281
Normal,7724,trace 7498,PDAEmptyStackAcceptanceFF,0,FALSE,FALSE,0.157894737,4.327027027
Normal,7724,trace 7499,PDAAcceptanceEquivalenceFF,0,FALSE,TRUE,0,154.8033333
Normal,7724,trace 7500,RegEXtoLeftRegGrammarFF,1,FALSE,FALSE,0,2.7
Normal,7724,trace 7501,DPDAFF,0,FALSE,FALSE,0.111111111,4.0125
Normal,7724,trace 7502,PDAAcceptanceEquivalenceFF,1,FALSE,FALSE,0,2566.7
Normal,7724,trace 7503,CFLClosurePropertiesFF,0,FALSE,TRUE,0.038461538,43.488
Normal,7724,trace 7504,RemoveUselessFF,1,FALSE,FALSE,0,48.025
Normal,7724,trace 7505,RemoveUnitFF,1,FALSE,TRUE,0.208333333,11.05217391
Normal,7724,trace 7506,RemoveLambdaFF,1,TRUE,FALSE,0,20.1
Normal,7724,trace 7507,RemoveUnitFF,1,FALSE,FALSE,0,25.68333333
Normal,7724,trace 7510,TransformGrammarsFF,1,FALSE,FALSE,0,5.525
Normal,7724,trace 7513,GrammarsForDCFLFF,0,FALSE,TRUE,0.066666667,5.014285714
Normal,7724,trace 7514,DPDAFF,1,FALSE,FALSE,0,0.1
Credit Seeking,7724,trace 7515,MembershipProblemFF,1,FALSE,FALSE,0.666666667,8.4
Normal,7724,trace 7516,CFLPumpingLemmaFF,0,FALSE,TRUE,0,655.1222222
Normal,7724,trace 7517,CFLPumpingLemmaExample1FF,0,FALSE,TRUE,0.027027027,2047.116667
Normal,7724,trace 7518,CFLPumpingLemmaExample2FF,0,FALSE,FALSE,0.03125,10.84193548
Normal,7724,trace 7519,CFLPumpingLemmaExample3FF,0,FALSE,TRUE,0.034482759,4.221428571
Normal,7724,trace 7520,CFLPumpingLemmaExample4FF,0,FALSE,TRUE,0,4.671428571
Normal,7724,trace 7521,CFLPumpingLemmaExample5FF,0,FALSE,TRUE,0.104166667,2.642553191
Normal,7724,trace 7522,PLExample1FF,1,FALSE,TRUE,0.074074074,1.892307692
Normal,7724,trace 7523,CFLPumpingLemmaFF,1,FALSE,FALSE,0,3.42
Normal,7724,trace 7524,MembershipProblemFF,1,FALSE,FALSE,0,0.1
Normal,7724,trace 7525,TMGeneralModel,0,FALSE,FALSE,0.083333333,4.381818182
Normal,7724,trace 7526,MembershipProblemFF,1,FALSE,TRUE,0.111111111,2.129411765
Normal,7724,trace 7527,CFLPumpingLemmaExample1FF,1,FALSE,FALSE,0,18.7
Normal,7724,trace 7528,PDA,1,FALSE,FALSE,0,15.22
Normal,7724,trace 7529,PDATransitionsFF,1,TRUE,TRUE,0,8.00952381
Normal,7724,trace 7530,PDAAcceptanceFF,1,TRUE,TRUE,0.156862745,5.644
Normal,7724,trace 7531,PDAEmptyStackAcceptanceFF,1,FALSE,TRUE,0,4.753571429
Normal,7724,trace 7533,PDACFLFF,1,FALSE,FALSE,0.058823529,21.31875
Normal,7724,trace 7534,NCFLProofFF,0,FALSE,FALSE,0,1.55
Normal,7724,trace 7535,NCFLversusDCFLFF,0,FALSE,FALSE,0,1.82
Normal,7724,trace 7536,DPDAFF,1,FALSE,TRUE,0,8.168421053
Normal,7724,trace 7537,NCFLProofFF,1,FALSE,FALSE,0,10.7
Normal,7724,trace 7538,CFLClosurePropertiesFF,1,FALSE,FALSE,0,14.305
Normal,7724,trace 7539,MembershipProblemFF,1,FALSE,FALSE,0,3.55
Normal,7724,trace 7540,ContextFreeLanguagesFF,1,FALSE,FALSE,0.142857143,3.35
Credit Seeking,7724,trace 7541,NCFLversusDCFLFF,1,FALSE,TRUE,0.5,1.133333333
Normal,7724,trace 7542,NCFLProofFF,1,FALSE,TRUE,0,1.44
Normal,7724,trace 7543,GrammarsForDCFLFF,1,FALSE,FALSE,0,11.22
Normal,7724,trace 7544,NFAequivFS,1,TRUE,TRUE,0.2,0.8
Credit Seeking,7724,trace 7545,RegularLangClosedInterFF,1,FALSE,TRUE,0.355932203,1.589655172
Normal,7724,trace 7546,RightQuotientFF,0,TRUE,TRUE,0.122807018,4.075
Normal,7724,trace 7547,TransformGrammarsFF,1,FALSE,FALSE,0,9.025
Normal,7724,trace 7549,PDACFLFF,1,FALSE,FALSE,0.1,165.0052632
Normal,7724,trace 7551,CFLPumpingLemmaExample3FF,1,FALSE,FALSE,0,1.05
Normal,7724,trace 7553,CFLClosurePropertiesFF,1,TRUE,TRUE,0,0.1
Normal,7724,trace 7555,TMGeneralModel,1,FALSE,FALSE,0,16745.72857
Normal,7724,trace 7557,TMGeneralModel,1,FALSE,FALSE,0.2,77.86428571
Normal,7724,trace 7558,TMInterpreting,0,FALSE,FALSE,0.2,3.525
Normal,7724,trace 7559,TMGeneralModel,1,FALSE,FALSE,0.1875,4.08
Normal,7724,trace 7560,TMInterpreting,1,FALSE,FALSE,0,0.1
Normal,7724,trace 7561,TMGeneralModel,1,FALSE,TRUE,0.08,8.657142857
Normal,7724,trace 7562,TMInterpreting,1,FALSE,TRUE,0.08,4.716666667
Normal,7724,trace 7563,TMDecidableVSAcceptable,0,FALSE,FALSE,0,1.05
Normal,7724,trace 7565,TMDecidableVSAcceptable,1,FALSE,TRUE,0.1875,1.88
Normal,7724,trace 7566,TMComplicatedMachine3,0,FALSE,TRUE,0.033333333,169.4517241
Credit Seeking,7724,trace 7567,PairToSortCONPI,0,FALSE,TRUE,0.344827586,6.507142857
Normal,7724,trace 7568,LowerBound,0,FALSE,FALSE,0,0.183333333
Normal,7724,trace 7569,TwoMulExample,0,FALSE,TRUE,0,5.455555556
Normal,7724,trace 7570,TravelSalesman,0,FALSE,TRUE,0.043478261,8.372727273
Normal,7724,trace 7571,KClique,0,FALSE,TRUE,0.066666667,2.728571429
Normal,7724,trace 7572,SATProof,0,FALSE,TRUE,0,2.266666667
Normal,7724,trace 7573,NPCCoping,0,FALSE,TRUE,0.133333333,2.442857143
Normal,7724,trace 7574,UnsolveableProblems1,0,FALSE,TRUE,0,2.32
Normal,7724,trace 7575,UnsolveableProblems2,0,FALSE,TRUE,0,3.8
Normal,7724,trace 7576,TMDecidableVSAcceptable,1,FALSE,FALSE,0,8.22
Normal,7724,trace 7578,TwoMulExample,1,FALSE,FALSE,0,3.033333333
Normal,7724,trace 7579,KClique,1,FALSE,FALSE,0,0.55
Credit Seeking,7724,trace 7581,NFAequivFS,1,TRUE,TRUE,0.3,2.911111111
Normal,7753,trace 7582,ContextFreeLanguagesFF,0,FALSE,TRUE,0.238095238,12.93170732
Normal,7753,trace 7583,CFGDerivationsFF,0,FALSE,TRUE,0.018518519,8.909433962
Normal,7753,trace 7584,DerivationTreesFF,0,TRUE,TRUE,0,4.819047619
Normal,7753,trace 7585,MembershipProblemFF,0,FALSE,TRUE,0,12.24761905
Normal,7753,trace 7586,AmbiguityFF,0,FALSE,TRUE,0.225806452,7.573333333
Credit Seeking,7753,trace 7587,RemoveUnitFF,0,FALSE,FALSE,0.384615385,28.18333333
Normal,7753,trace 7588,TransformGrammarsFF,0,FALSE,FALSE,0.111111111,4.7625
Normal,7753,trace 7589,ChomskyNormalFormFF,0,FALSE,TRUE,0,10.63076923
Normal,7753,trace 7590,LeftLinearGrammarFF,0,FALSE,TRUE,0,16.17333333
Credit Seeking,7753,trace 7591,PDA,0,FALSE,TRUE,0.5625,32.58709677
Normal,7753,trace 7592,PDATransitionsFF,0,TRUE,TRUE,0,21.04615385
Normal,7753,trace 7593,PDAAcceptanceFF,0,FALSE,TRUE,0.022222222,19.91363636
Normal,7753,trace 7594,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0.025,6.646153846
Normal,7753,trace 7595,PDAAcceptanceEquivalenceFF,0,FALSE,FALSE,0.277777778,4.364705882
Credit Seeking,7753,trace 7596,PDACFLFF,0,FALSE,FALSE,0.413333333,8.854054054
Normal,7753,trace 7597,TMDecidableVSAcceptable,0,FALSE,TRUE,0,4.35
